TCID,AppName,EXEDATE,STATUS,RCA(ENV|CODE|DATA|REQ)
200,Facebook,05.27.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
6,UberEats,05.29.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
57,Instagram,09.26.19,Fail,STG|while var >! 0:  |invalid operator|validation
94,Hotstar,06.06.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
12,Facebook,05.01.19,Pass,
22,Uber,09.02.19,Pass,
1,Zomato,06.23.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
103,Facebook,08.01.19,Fail,STG|while var >! 0:  |invalid operator|validation
53,Guardian,06.30.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
86,Guardian,08.25.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
114,Zomato,06.26.19,Fail,STG|for x in range(10)|List out of index [15]|looping
175,Netflix,04.25.19,Pass,
71,UberEats,06.22.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
79,Uber,09.25.19,Pass,
40,Uber,06.04.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
188,Hotstar,07.07.19,Pass,
63,Uber,04.27.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
161,UberEats,06.10.19,Pass,
192,Zomato,06.24.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
180,Guardian,09.07.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
54,ACM,06.11.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
89,Guardian,09.17.19,Pass,
191,Guardian,07.20.19,Pass,
93,TechCrunch,05.28.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
192,Uber,05.27.19,Pass,
148,ACM,04.04.19,Pass,
149,Uber,04.30.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
187,TechCrunch,08.08.19,Pass,
40,TechCrunch,08.09.19,Fail,DEV|plt.show()|plt:undefined name|displaying
143,Facebook,05.05.19,Pass,
51,Facebook,04.19.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
4,TechCrunch,05.09.19,Fail,DEV|plt.show()|plt:undefined name|displaying
73,TechCrunch,04.06.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
141,Uber,09.24.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
114,Hotstar,06.25.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
52,Guardian,05.14.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
177,TechCrunch,08.09.19,Pass,
141,Instagram,08.13.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
161,ACM,05.11.19,Fail,STG|while var >! 0:  |invalid operator|validation
87,Zomato,06.02.19,Pass,
116,ACM,06.08.19,Pass,
14,Instagram,05.12.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
60,Zomato,09.07.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
61,Netflix,04.25.19,Pass,
167,UberEats,08.31.19,Pass,
61,Guardian,08.02.19,Pass,
156,Zomato,06.03.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
192,Instagram,09.21.19,Fail,STG|for i in Age|list index out of range|looping
119,UberEats,05.13.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
32,Facebook,05.27.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
68,Instagram,08.09.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
190,UberEats,05.29.19,Pass,
168,UberEats,09.17.19,Pass,
50,Zomato,08.25.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
160,Zomato,05.21.19,Fail,DEV|plt.show()|plt:undefined name|displaying
50,TechCrunch,05.10.19,Pass,
110,Facebook,05.13.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
46,Guardian,09.28.19,Fail,STG|while var >! 0:  |invalid operator|validation
70,Facebook,06.20.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
20,TechCrunch,09.30.19,Pass,
105,ACM,08.27.19,Pass,
149,Guardian,07.06.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
153,Zomato,04.08.19,Pass,
17,TechCrunch,05.28.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
167,Netflix,07.18.19,Pass,
109,UberEats,08.07.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
91,UberEats,06.26.19,Pass,
132,ACM,06.23.19,Pass,
53,Zomato,07.26.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
151,Facebook,09.14.19,Pass,
90,ACM,04.02.19,Pass,
150,Zomato,05.01.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
151,Instagram,07.24.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
58,Facebook,09.23.19,Pass,
176,Netflix,09.28.19,Pass,
39,Netflix,09.30.19,Pass,
172,UberEats,08.09.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
38,TechCrunch,04.01.19,Pass,
171,Zomato,05.07.19,Fail,DEV|plt.show()|plt:undefined name|displaying
12,ACM,06.21.19,Fail,UAT|import pandas as pd|package not found|importing
83,Uber,06.29.19,Pass,
146,Uber,04.23.19,Pass,
199,UberEats,06.12.19,Pass,
189,TechCrunch,04.08.19,Fail,UAT|import pandas as pd|package not found|importing
28,Instagram,04.01.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
24,Hotstar,07.30.19,Pass,
132,Instagram,08.08.19,Pass,
112,Uber,06.27.19,Pass,
152,Netflix,04.06.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
69,Guardian,07.01.19,Pass,
143,ACM,09.24.19,Pass,
31,ACM,09.17.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
126,Instagram,08.19.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
120,Facebook,08.17.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
22,Hotstar,04.26.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
146,UberEats,09.28.19,Pass,
90,Hotstar,09.16.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
1,Guardian,09.27.19,Pass,
11,TechCrunch,04.03.19,Pass,
60,UberEats,06.20.19,Pass,
128,ACM,09.13.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
103,Uber,07.05.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
53,Zomato,08.23.19,Pass,
196,Uber,09.26.19,Pass,
38,Guardian,04.27.19,Fail,STG|for i in Age|list index out of range|looping
106,ACM,05.29.19,Pass,
12,Zomato,05.31.19,Pass,
100,Instagram,08.26.19,Pass,
15,UberEats,09.16.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
38,Uber,06.30.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
64,Facebook,05.21.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
143,Instagram,07.28.19,Pass,
192,Hotstar,04.22.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
80,Zomato,09.09.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
13,Hotstar,08.25.19,Pass,
12,Facebook,06.20.19,Pass,
151,UberEats,08.25.19,Pass,
56,Hotstar,05.27.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
86,TechCrunch,07.13.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
159,UberEats,04.08.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
195,Zomato,04.06.19,Pass,
50,Netflix,06.14.19,Pass,
32,Uber,07.27.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
113,Instagram,05.16.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
48,TechCrunch,07.28.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
17,ACM,05.08.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
125,UberEats,09.28.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
139,Facebook,06.30.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
54,Instagram,06.01.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
28,ACM,05.14.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
163,ACM,06.05.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
119,Uber,06.10.19,Pass,
194,Hotstar,09.15.19,Fail,DEV|plt.show()|plt:undefined name|displaying
110,Instagram,09.05.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
46,ACM,04.23.19,Pass,
181,Instagram,07.26.19,Pass,
148,Hotstar,05.02.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
1,Facebook,04.06.19,Pass,
160,UberEats,07.25.19,Pass,
185,Guardian,09.25.19,Pass,
64,Instagram,06.05.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
183,Hotstar,05.22.19,Pass,
171,Hotstar,05.17.19,Pass,
182,Guardian,07.26.19,Pass,
152,Hotstar,07.23.19,Pass,
69,Facebook,04.28.19,Pass,
4,Facebook,07.31.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
108,UberEats,05.22.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
7,UberEats,05.28.19,Pass,
63,Zomato,04.18.19,Pass,
142,TechCrunch,07.03.19,Pass,
120,TechCrunch,07.05.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
164,Hotstar,09.28.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
4,Guardian,07.28.19,Pass,
60,Instagram,09.07.19,Pass,
196,Uber,07.02.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
166,Guardian,09.10.19,Pass,
21,Hotstar,07.09.19,Pass,
46,TechCrunch,06.11.19,Pass,
31,Uber,05.27.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
142,Netflix,09.15.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
80,Guardian,08.09.19,Pass,
158,ACM,04.07.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
47,Guardian,08.14.19,Pass,
23,ACM,07.17.19,Pass,
122,UberEats,06.20.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
9,Zomato,04.02.19,Fail,DEV|plt.show()|plt:undefined name|displaying
89,ACM,06.02.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
23,Facebook,05.20.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
10,Guardian,06.30.19,Pass,
123,Hotstar,06.08.19,Pass,
175,Facebook,06.14.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
91,Hotstar,04.25.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
113,Zomato,06.17.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
132,Netflix,05.03.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
78,Facebook,04.01.19,Pass,
112,Zomato,09.27.19,Pass,
136,TechCrunch,04.17.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
39,Instagram,05.30.19,Pass,
4,Guardian,05.23.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
109,UberEats,09.05.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
12,Instagram,06.29.19,Pass,
141,Guardian,07.13.19,Pass,
25,TechCrunch,04.20.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
90,Guardian,08.07.19,Pass,
120,Zomato,06.23.19,Pass,
189,ACM,04.20.19,Pass,
100,Facebook,05.27.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
41,Guardian,04.04.19,Pass,
48,Facebook,04.10.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
160,TechCrunch,06.05.19,Pass,
171,ACM,04.05.19,Pass,
188,UberEats,09.02.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
36,Facebook,05.27.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
76,ACM,08.06.19,Pass,
21,ACM,07.01.19,Pass,
25,Hotstar,04.05.19,Pass,
123,Zomato,04.12.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
107,UberEats,05.16.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
15,Hotstar,07.14.19,Pass,
86,UberEats,04.18.19,Pass,
178,Zomato,09.01.19,Pass,
185,Instagram,07.23.19,Pass,
174,Hotstar,08.10.19,Pass,
70,Uber,07.10.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
117,ACM,09.24.19,Pass,
70,Netflix,05.20.19,Pass,
127,UberEats,08.24.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
195,Zomato,07.24.19,Pass,
159,TechCrunch,07.19.19,Pass,
56,ACM,06.21.19,Pass,
37,UberEats,05.31.19,Pass,
193,Hotstar,04.01.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
64,Uber,05.03.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
179,Hotstar,09.28.19,Pass,
95,Netflix,06.24.19,Pass,
16,TechCrunch,09.15.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
3,ACM,04.10.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
187,TechCrunch,08.10.19,Pass,
131,Zomato,09.24.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
125,Hotstar,09.27.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
182,UberEats,04.19.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
113,UberEats,07.30.19,Pass,
132,Uber,09.23.19,Pass,
79,Guardian,06.11.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
133,TechCrunch,07.01.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
152,Zomato,05.19.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
4,ACM,07.02.19,Pass,
66,Instagram,08.05.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
30,Uber,04.28.19,Pass,
44,ACM,09.28.19,Pass,
118,Guardian,08.18.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
170,Hotstar,08.25.19,Pass,
51,Instagram,05.29.19,Pass,
123,Instagram,08.15.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
14,Facebook,04.20.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
59,TechCrunch,09.20.19,Pass,
75,Instagram,04.07.19,Pass,
40,Guardian,04.08.19,Pass,
81,Hotstar,09.01.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
106,Instagram,08.19.19,Pass,
143,Zomato,08.20.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
110,UberEats,06.22.19,Pass,
98,Netflix,08.03.19,Pass,
6,Netflix,08.27.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
89,Zomato,04.15.19,Pass,
162,Netflix,04.21.19,Pass,
122,ACM,04.07.19,Pass,
84,Guardian,08.25.19,Pass,
84,TechCrunch,08.07.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
119,Instagram,07.24.19,Pass,
123,TechCrunch,07.05.19,Pass,
136,UberEats,04.10.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
44,Guardian,07.20.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
27,Zomato,04.14.19,Pass,
7,Guardian,08.29.19,Pass,
115,UberEats,08.23.19,Pass,
45,Uber,08.30.19,Pass,
151,Uber,05.07.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
193,UberEats,05.05.19,Fail,UAT|import pandas as pd|package not found|importing
149,TechCrunch,05.29.19,Pass,
41,TechCrunch,05.20.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
9,Instagram,08.02.19,Pass,
188,UberEats,07.01.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
44,Zomato,05.09.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
94,Facebook,09.04.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
134,Instagram,06.08.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
118,Uber,07.10.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
132,Netflix,08.29.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
8,TechCrunch,09.28.19,Pass,
81,Uber,09.15.19,Pass,
184,Zomato,08.19.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
140,Netflix,09.04.19,Pass,
181,UberEats,09.26.19,Pass,
158,TechCrunch,07.15.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
58,Uber,05.02.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
27,UberEats,06.20.19,Fail,DEV|plt.show()|plt:undefined name|displaying
91,Netflix,09.03.19,Pass,
169,Zomato,08.19.19,Pass,
48,Guardian,07.29.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
5,Facebook,09.25.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
8,Hotstar,06.19.19,Pass,
87,UberEats,09.01.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
100,Guardian,08.22.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
127,Instagram,08.20.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
94,Facebook,05.29.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
98,Guardian,07.23.19,Pass,
191,Hotstar,04.22.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
100,Instagram,04.14.19,Pass,
174,Hotstar,09.24.19,Pass,
62,Guardian,09.07.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
6,ACM,08.29.19,Pass,
143,Uber,09.23.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
114,TechCrunch,05.05.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
134,Zomato,06.01.19,Pass,
140,Netflix,04.11.19,Fail,DEV|plt.show()|plt:undefined name|displaying
7,Hotstar,05.25.19,Pass,
154,Zomato,05.18.19,Fail,UAT|import pandas as pd|package not found|importing
75,Hotstar,07.03.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
55,Facebook,07.25.19,Pass,
109,Facebook,09.08.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
26,Zomato,04.01.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
162,Zomato,07.01.19,Pass,
162,Guardian,09.03.19,Pass,
114,Netflix,05.21.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
25,TechCrunch,06.13.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
1,Instagram,09.15.19,Pass,
76,Hotstar,04.08.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
29,ACM,05.05.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
53,TechCrunch,05.16.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
128,Guardian,04.09.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
165,Guardian,05.16.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
90,Hotstar,09.17.19,Pass,
27,Uber,08.02.19,Pass,
182,Uber,09.11.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
186,Zomato,08.29.19,Pass,
117,Guardian,08.18.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
53,TechCrunch,08.30.19,Pass,
29,ACM,09.04.19,Pass,
36,Hotstar,05.24.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
169,TechCrunch,04.15.19,Pass,
191,UberEats,08.08.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
89,Instagram,09.23.19,Pass,
76,UberEats,06.10.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
179,Hotstar,04.27.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
37,UberEats,08.03.19,Pass,
188,UberEats,06.18.19,Pass,
136,UberEats,08.03.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
53,Guardian,08.29.19,Pass,
45,Uber,04.20.19,Fail,UAT|import pandas as pd|package not found|importing
60,ACM,07.28.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
41,Hotstar,09.24.19,Pass,
86,ACM,08.15.19,Pass,
48,Uber,07.16.19,Pass,
128,Guardian,05.07.19,Pass,
62,Zomato,08.07.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
64,ACM,08.27.19,Pass,
76,Facebook,04.01.19,Pass,
137,ACM,05.07.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
122,UberEats,08.27.19,Pass,
118,Guardian,05.06.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
165,Uber,05.03.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
76,Guardian,09.13.19,Fail,STG|for i in Age|list index out of range|looping
41,Instagram,04.09.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
196,UberEats,05.11.19,Pass,
187,TechCrunch,06.11.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
54,ACM,09.01.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
194,Uber,07.09.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
15,Uber,09.10.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
199,Guardian,06.09.19,Pass,
56,Guardian,07.03.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
82,Facebook,08.22.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
19,Instagram,04.02.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
158,Hotstar,08.28.19,Pass,
116,UberEats,06.23.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
154,ACM,04.14.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
186,UberEats,07.21.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
106,ACM,05.24.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
163,ACM,04.12.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
31,Facebook,07.14.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
33,Guardian,09.01.19,Pass,
44,Hotstar,05.07.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
115,Zomato,04.16.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
7,Hotstar,08.11.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
71,TechCrunch,06.07.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
161,Zomato,09.08.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
169,Netflix,09.13.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
138,Uber,09.13.19,Pass,
199,Guardian,08.19.19,Pass,
174,TechCrunch,06.12.19,Pass,
43,Facebook,07.15.19,Pass,
113,Hotstar,04.21.19,Pass,
38,Netflix,05.17.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
13,Guardian,04.04.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
79,Instagram,04.08.19,Pass,
182,Hotstar,05.01.19,Pass,
127,Zomato,07.16.19,Pass,
29,Hotstar,04.13.19,Pass,
82,TechCrunch,09.12.19,Pass,
8,TechCrunch,08.03.19,Pass,
85,Hotstar,04.03.19,Pass,
178,Uber,09.28.19,Pass,
14,Zomato,07.03.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
65,Facebook,07.27.19,Pass,
155,TechCrunch,05.23.19,Pass,
22,Facebook,04.08.19,Pass,
22,ACM,07.27.19,Pass,
23,Facebook,07.27.19,Pass,
90,Hotstar,05.08.19,Pass,
179,Netflix,04.26.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
116,Zomato,09.15.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
56,Instagram,05.29.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
127,Hotstar,04.25.19,Pass,
138,Hotstar,04.25.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
30,UberEats,09.30.19,Pass,
164,UberEats,07.06.19,Pass,
132,Zomato,05.01.19,Pass,
192,ACM,06.13.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
41,Instagram,09.27.19,Fail,STG|while var >! 0:  |invalid operator|validation
96,Zomato,07.03.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
81,Zomato,07.29.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
6,Guardian,05.11.19,Pass,
85,Zomato,04.04.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
181,UberEats,09.11.19,Pass,
112,Facebook,05.28.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
174,Instagram,07.31.19,Pass,
8,Facebook,05.27.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
140,Guardian,08.04.19,Pass,
18,ACM,07.20.19,Pass,
112,Uber,05.09.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
152,Uber,07.19.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
175,Hotstar,04.05.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
93,TechCrunch,05.13.19,Pass,
113,Netflix,06.30.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
194,Zomato,06.20.19,Pass,
163,Uber,04.03.19,Pass,
197,Netflix,04.27.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
5,TechCrunch,04.10.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
84,TechCrunch,06.06.19,Fail,STG|for x in range(10)|List out of index [15]|looping
171,UberEats,07.21.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
51,Zomato,05.03.19,Pass,
149,TechCrunch,05.21.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
