AppName,TCID,STATUS,EXEDATE,RCA  (ENV|CODE|DATA|REQ)
Guardian,46,Fail,09.28.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Facebook,70,Fail,06.20.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,20,Pass,09.30.19,
ACM,105,Pass,08.27.19,
Guardian,149,Fail,07.06.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,153,Pass,04.08.19,
TechCrunch,17,Fail,05.28.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Netflix,167,Pass,07.18.19,
UberEats,109,Fail,08.07.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,91,Pass,06.26.19,
ACM,132,Pass,06.23.19,
Zomato,53,Fail,07.26.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,151,Pass,09.14.19,
ACM,90,Pass,04.02.19,
Zomato,150,Fail,05.01.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,151,Fail,07.24.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,58,Pass,09.23.19,
Netflix,176,Pass,09.28.19,
Netflix,39,Pass,09.30.19,
UberEats,172,Fail,08.09.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,38,Pass,04.01.19,
Zomato,171,Fail,05.07.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,12,Fail,06.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,83,Pass,06.29.19,
Uber,146,Pass,04.23.19,
UberEats,199,Pass,06.12.19,
TechCrunch,189,Fail,04.08.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,28,Fail,04.01.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,24,Pass,07.30.19,
Instagram,132,Pass,08.08.19,
Uber,112,Pass,06.27.19,
Netflix,152,Fail,04.06.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,69,Pass,07.01.19,
ACM,143,Pass,09.24.19,
ACM,31,Fail,09.17.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,126,Fail,08.19.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Facebook,120,Fail,08.17.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,22,Fail,04.26.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,146,Pass,09.28.19,
Hotstar,90,Fail,09.16.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,1,Pass,09.27.19,
TechCrunch,11,Pass,04.03.19,
UberEats,60,Pass,06.20.19,
ACM,128,Fail,09.13.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,103,Fail,07.05.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Zomato,53,Pass,08.23.19,
Uber,196,Pass,09.26.19,
Guardian,38,Fail,04.27.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,106,Pass,05.29.19,
Zomato,12,Pass,05.31.19,
Instagram,100,Pass,08.26.19,
UberEats,15,Fail,09.16.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,38,Fail,06.30.19,PROD|import numpy as np|numpy: Package not found|importing
Facebook,64,Fail,05.21.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,143,Pass,07.28.19,
Hotstar,192,Fail,04.22.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,80,Fail,09.09.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,13,Pass,08.25.19,
Facebook,12,Pass,06.20.19,
UberEats,151,Pass,08.25.19,
Hotstar,56,Fail,05.27.19,PROD|import numpy as np|numpy: Package not found|importing
TechCrunch,86,Fail,07.13.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,159,Fail,04.08.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,195,Pass,04.06.19,
Netflix,50,Pass,06.14.19,
Uber,32,Fail,07.27.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,113,Fail,05.16.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,48,Fail,07.28.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,17,Fail,05.08.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,125,Fail,09.28.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Facebook,139,Fail,06.30.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,54,Fail,06.01.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,28,Fail,05.14.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,163,Fail,06.05.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,119,Pass,06.10.19,
Hotstar,194,Fail,09.15.19,UAT|import pandasa as pd|pandas: Package not found|importing
Instagram,110,Fail,09.05.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,46,Pass,04.23.19,
Instagram,181,Pass,07.26.19,
Hotstar,148,Fail,05.02.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,1,Pass,04.06.19,
UberEats,160,Pass,07.25.19,
Guardian,185,Pass,09.25.19,
Instagram,64,Fail,06.05.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,183,Pass,05.22.19,
Hotstar,171,Pass,05.17.19,
Guardian,182,Pass,07.26.19,
Hotstar,152,Pass,07.23.19,
Facebook,69,Pass,04.28.19,
Facebook,4,Fail,07.31.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,108,Fail,05.22.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,7,Pass,05.28.19,
Zomato,63,Pass,04.18.19,
TechCrunch,142,Pass,07.03.19,
TechCrunch,120,Fail,07.05.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Hotstar,164,Fail,09.28.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,4,Pass,07.28.19,
Instagram,60,Pass,09.07.19,
Uber,196,Fail,07.02.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,166,Pass,09.10.19,
Hotstar,21,Pass,07.09.19,
TechCrunch,46,Pass,06.11.19,
Uber,31,Fail,05.27.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,142,Fail,09.15.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,80,Pass,08.09.19,
ACM,158,Fail,04.07.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,47,Pass,08.14.19,
ACM,23,Pass,07.17.19,
UberEats,122,Fail,06.20.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,9,Fail,04.02.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,89,Fail,06.02.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,23,Fail,05.20.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,10,Pass,06.30.19,
Hotstar,123,Pass,06.08.19,
Facebook,175,Fail,06.14.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,91,Fail,04.25.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Zomato,113,Fail,06.17.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,132,Fail,05.03.19,PROD|import numpy as np|numpy: Package not found|importing
Facebook,78,Pass,04.01.19,
Zomato,112,Pass,09.27.19,
TechCrunch,136,Fail,04.17.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,39,Pass,05.30.19,
Guardian,4,Fail,05.23.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,109,Fail,09.05.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,12,Pass,06.29.19,
Guardian,141,Pass,07.13.19,
TechCrunch,25,Fail,04.20.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,90,Pass,08.07.19,
Zomato,120,Pass,06.23.19,
ACM,189,Pass,04.20.19,
Facebook,100,Fail,05.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,41,Pass,04.04.19,
Facebook,48,Fail,04.10.19,PROD|import numpy as np|numpy: Package not found|importing
TechCrunch,160,Pass,06.05.19,
ACM,171,Pass,04.05.19,
UberEats,188,Fail,09.02.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,36,Fail,05.27.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,76,Pass,08.06.19,
ACM,21,Pass,07.01.19,
Hotstar,25,Pass,04.05.19,
Zomato,123,Fail,04.12.19,UAT|import pandasa as pd|pandas: Package not found|importing
UberEats,107,Fail,05.16.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,15,Pass,07.14.19,
UberEats,86,Pass,04.18.19,
Zomato,178,Pass,09.01.19,
Instagram,185,Pass,07.23.19,
Hotstar,174,Pass,08.10.19,
Uber,70,Fail,07.10.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,117,Pass,09.24.19,
Netflix,70,Pass,05.20.19,
UberEats,127,Fail,08.24.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,195,Pass,07.24.19,
TechCrunch,159,Pass,07.19.19,
ACM,56,Pass,06.21.19,
UberEats,37,Pass,05.31.19,
Hotstar,193,Fail,04.01.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,64,Fail,05.03.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,179,Pass,09.28.19,
Netflix,95,Pass,06.24.19,
TechCrunch,16,Fail,09.15.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
ACM,3,Fail,04.10.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,187,Pass,08.10.19,
Zomato,131,Fail,09.24.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,125,Fail,09.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,182,Fail,04.19.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,113,Pass,07.30.19,
Uber,132,Pass,09.23.19,
Guardian,79,Fail,06.11.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,133,Fail,07.01.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,152,Fail,05.19.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,4,Pass,07.02.19,
Instagram,66,Fail,08.05.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,30,Pass,04.28.19,
ACM,44,Pass,09.28.19,
Guardian,118,Fail,08.18.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,170,Pass,08.25.19,
Instagram,51,Pass,05.29.19,
Instagram,123,Fail,08.15.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,14,Fail,04.20.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,59,Pass,09.20.19,
Instagram,75,Pass,04.07.19,
Guardian,40,Pass,04.08.19,
Hotstar,81,Fail,09.01.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,106,Pass,08.19.19,
Zomato,143,Fail,08.20.19,UAT|import pandasa as pd|pandas: Package not found|importing
UberEats,110,Pass,06.22.19,
Netflix,98,Pass,08.03.19,
Netflix,6,Fail,08.27.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,89,Pass,04.15.19,
Netflix,162,Pass,04.21.19,
ACM,122,Pass,04.07.19,
Guardian,84,Pass,08.25.19,
TechCrunch,84,Fail,08.07.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,119,Pass,07.24.19,
TechCrunch,123,Pass,07.05.19,
UberEats,136,Fail,04.10.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,44,Fail,07.20.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,27,Pass,04.14.19,
Guardian,7,Pass,08.29.19,
UberEats,115,Pass,08.23.19,
Uber,45,Pass,08.30.19,
Uber,151,Fail,05.07.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,193,Fail,05.05.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,149,Pass,05.29.19,
TechCrunch,41,Fail,05.20.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,9,Pass,08.02.19,
UberEats,188,Fail,07.01.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,44,Fail,05.09.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,94,Fail,09.04.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,134,Fail,06.08.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,118,Fail,07.10.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,132,Fail,08.29.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,8,Pass,09.28.19,
Uber,81,Pass,09.15.19,
Zomato,184,Fail,08.19.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,140,Pass,09.04.19,
UberEats,181,Pass,09.26.19,
TechCrunch,158,Fail,07.15.19,PROD|import numpy as np|numpy: Package not found|importing
Uber,58,Fail,05.02.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,27,Fail,06.20.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Netflix,91,Pass,09.03.19,
Zomato,169,Pass,08.19.19,
Guardian,48,Fail,07.29.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,5,Fail,09.25.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,8,Pass,06.19.19,
UberEats,87,Fail,09.01.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,100,Fail,08.22.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,127,Fail,08.20.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,94,Fail,05.29.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,98,Pass,07.23.19,
Hotstar,191,Fail,04.22.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,100,Pass,04.14.19,
Hotstar,174,Pass,09.24.19,
Guardian,62,Fail,09.07.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,6,Pass,08.29.19,
Uber,143,Fail,09.23.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,114,Fail,05.05.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,134,Pass,06.01.19,
Netflix,140,Fail,04.11.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,7,Pass,05.25.19,
Zomato,154,Fail,05.18.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,75,Fail,07.03.19,PROD|import numpy as np|numpy: Package not found|importing
Facebook,55,Pass,07.25.19,
Facebook,109,Fail,09.08.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,26,Fail,04.01.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,162,Pass,07.01.19,
Guardian,162,Pass,09.03.19,
Netflix,114,Fail,05.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,25,Fail,06.13.19,UAT|import pandasa as pd|pandas: Package not found|importing
Instagram,1,Pass,09.15.19,
Hotstar,76,Fail,04.08.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,29,Fail,05.05.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,53,Fail,05.16.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,128,Fail,04.09.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,165,Fail,05.16.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,90,Pass,09.17.19,
Uber,27,Pass,08.02.19,
Uber,182,Fail,09.11.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Zomato,186,Pass,08.29.19,
Guardian,117,Fail,08.18.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,53,Pass,08.30.19,
ACM,29,Pass,09.04.19,
Hotstar,36,Fail,05.24.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,169,Pass,04.15.19,
UberEats,191,Fail,08.08.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,89,Pass,09.23.19,
UberEats,76,Fail,06.10.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,179,Fail,04.27.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,37,Pass,08.03.19,
UberEats,188,Pass,06.18.19,
UberEats,136,Fail,08.03.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,53,Pass,08.29.19,
Uber,45,Fail,04.20.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,60,Fail,07.28.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,41,Pass,09.24.19,
ACM,86,Pass,08.15.19,
Uber,48,Pass,07.16.19,
Guardian,128,Pass,05.07.19,
Zomato,62,Fail,08.07.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
ACM,64,Pass,08.27.19,
Facebook,76,Pass,04.01.19,
ACM,137,Fail,05.07.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,122,Pass,08.27.19,
Guardian,118,Fail,05.06.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,165,Fail,05.03.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,76,Fail,09.13.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,41,Fail,04.09.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,196,Pass,05.11.19,
TechCrunch,187,Fail,06.11.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,54,Fail,09.01.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,194,Fail,07.09.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,15,Fail,09.10.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,199,Pass,06.09.19,
Guardian,56,Fail,07.03.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,82,Fail,08.22.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,19,Fail,04.02.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,158,Pass,08.28.19,
UberEats,116,Fail,06.23.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
ACM,154,Fail,04.14.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,186,Fail,07.21.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,106,Fail,05.24.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,163,Fail,04.12.19,PROD|import numpy as np|numpy: Package not found|importing
Facebook,31,Fail,07.14.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,33,Pass,09.01.19,
Hotstar,44,Fail,05.07.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,115,Fail,04.16.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,7,Fail,08.11.19,PROD|import numpy as np|numpy: Package not found|importing
TechCrunch,71,Fail,06.07.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,161,Fail,09.08.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,169,Fail,09.13.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,138,Pass,09.13.19,
Guardian,199,Pass,08.19.19,
TechCrunch,174,Pass,06.12.19,
Facebook,43,Pass,07.15.19,
Hotstar,113,Pass,04.21.19,
Netflix,38,Fail,05.17.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,13,Fail,04.04.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,79,Pass,04.08.19,
Hotstar,182,Pass,05.01.19,
Zomato,127,Pass,07.16.19,
Hotstar,29,Pass,04.13.19,
TechCrunch,82,Pass,09.12.19,
TechCrunch,8,Pass,08.03.19,
Hotstar,85,Pass,04.03.19,
Uber,178,Pass,09.28.19,
Zomato,14,Fail,07.03.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,65,Pass,07.27.19,
TechCrunch,155,Pass,05.23.19,
Facebook,22,Pass,04.08.19,
ACM,22,Pass,07.27.19,
Facebook,23,Pass,07.27.19,
Hotstar,90,Pass,05.08.19,
Netflix,179,Fail,04.26.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Zomato,116,Fail,09.15.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,56,Fail,05.29.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,127,Pass,04.25.19,
Hotstar,138,Fail,04.25.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,30,Pass,09.30.19,
UberEats,164,Pass,07.06.19,
Zomato,132,Pass,05.01.19,
ACM,192,Fail,06.13.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,41,Fail,09.27.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,96,Fail,07.03.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Zomato,81,Fail,07.29.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,6,Pass,05.11.19,
Zomato,85,Fail,04.04.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,181,Pass,09.11.19,
Facebook,112,Fail,05.28.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,174,Pass,07.31.19,
Facebook,8,Fail,05.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,140,Pass,08.04.19,
ACM,18,Pass,07.20.19,
Uber,112,Fail,05.09.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,152,Fail,07.19.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,175,Fail,04.05.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,93,Pass,05.13.19,
Netflix,113,Fail,06.30.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,194,Pass,06.20.19,
Uber,163,Pass,04.03.19,
Netflix,197,Fail,04.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,5,Fail,04.10.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,84,Fail,06.06.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,171,Fail,07.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,51,Pass,05.03.19,
TechCrunch,149,Fail,05.21.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,200,Fail,08.31.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,118,Pass,05.16.19,
Hotstar,198,Fail,09.30.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,53,Fail,09.21.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,195,Pass,09.07.19,
Uber,65,Fail,04.02.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,19,Pass,07.27.19,
Guardian,125,Fail,05.02.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
ACM,68,Pass,05.10.19,
Instagram,184,Pass,08.12.19,
UberEats,145,Fail,06.22.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,75,Fail,08.16.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,182,Pass,07.17.19,
Facebook,83,Fail,08.06.19,PROD|import numpy as np|numpy: Package not found|importing
Netflix,90,Fail,08.17.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Hotstar,54,Pass,07.27.19,
Netflix,75,Fail,06.15.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,59,Pass,07.20.19,
Zomato,45,Fail,08.25.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,56,Fail,04.01.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,85,Fail,07.02.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,89,Pass,04.25.19,
Guardian,188,Fail,09.06.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,151,Pass,09.01.19,
Instagram,76,Fail,09.13.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,16,Pass,04.22.19,
Guardian,49,Pass,09.22.19,
Uber,142,Fail,04.02.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,60,Fail,08.08.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,72,Pass,04.27.19,
Zomato,119,Pass,07.21.19,
UberEats,179,Fail,06.02.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,200,Pass,04.22.19,
Uber,121,Pass,04.02.19,
ACM,168,Fail,08.21.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,36,Pass,07.18.19,
UberEats,134,Pass,09.20.19,
ACM,124,Pass,05.28.19,
Facebook,11,Fail,09.09.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,62,Pass,08.09.19,
Zomato,132,Fail,08.14.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,116,Fail,08.28.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
ACM,163,Fail,07.13.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,56,Pass,07.14.19,
UberEats,38,Fail,05.24.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,70,Pass,05.14.19,
Guardian,39,Fail,08.27.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,115,Pass,04.02.19,
Facebook,83,Fail,04.20.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,160,Pass,08.24.19,
Netflix,87,Fail,08.30.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,184,Fail,07.25.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,76,Fail,06.18.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,33,Pass,08.17.19,
Instagram,20,Fail,05.04.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,200,Fail,06.11.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,127,Pass,08.05.19,
Hotstar,57,Fail,04.29.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,2,Pass,08.15.19,
Zomato,41,Fail,05.01.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,33,Fail,05.11.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,82,Pass,06.13.19,
Uber,38,Fail,04.09.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,6,Fail,07.30.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,1,Pass,04.28.19,
Zomato,82,Fail,09.19.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,176,Fail,06.05.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,9,Fail,09.05.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,85,Pass,08.08.19,
Guardian,82,Fail,07.07.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,83,Fail,09.16.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,184,Fail,04.15.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,13,Fail,09.17.19,UAT|import pandasa as pd|pandas: Package not found|importing
Instagram,9,Pass,04.11.19,
Facebook,58,Pass,09.14.19,
Hotstar,62,Fail,08.29.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,186,Pass,08.28.19,
Netflix,87,Fail,06.22.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,114,Pass,07.29.19,
Instagram,197,Fail,04.23.19,PROD|import numpy as np|numpy: Package not found|importing
